Date,ID,Url,Username,Source_Location,Location,Tweets,Number_of_Likes,Number_of_Followers,Number_of_Retweets
2022-10-02 08:42:13+00:00,1.57649E+18,https://twitter.com/femiadebimpe/status/1576492737615912960,femiadebimpe,Twitter for Android,"Lagos, Nigeria",Hey @Arsenal I just noticed that there was no Nigeria independence greeting from you yesterday. Is everything okay?,3,3426,0
2022-10-02 08:41:34+00:00,1.57649E+18,https://twitter.com/nannews_ng/status/1576492575590125568,nannews_ng,WordPress.com,"Abuja, Nigeria","Independence Day: Nigeria needs freedom from terrorism, poverty – Sanwo-Olu https://t.co/GrPIvp3wdM",1,49223,1
2022-10-02 08:40:12+00:00,1.57649E+18,https://twitter.com/adeniyiD1st/status/1576492232085237760,adeniyiD1st,Twitter for Android,Lagos ,"We thank God for the success of NIGERIA'S 62nd independence day celebration. I was happy because everyone now believe in 🇳🇬 unlike the 60th &amp; 61st celebration when some people thought ""Nigeria was zoo"" and said ""we want our own REPUBLIC"". 1/",0,58,0
2022-10-02 08:39:59+00:00,1.57649E+18,https://twitter.com/Biyatife/status/1576492178695950336,Biyatife,Twitter for Android,Nigeria,"For the first time in 7 years;
Only Nigerian flag was seen on Independence Day
No pro-Biafra protests anywhere
Fulanis are not being demonised
Nigeria is no longer a zoo
Yorubas are no longer Fulani Slaves

Those who used to say all these are now campaigning for Peter Obi. Daalu.",0,1370,0
2022-10-02 08:39:34+00:00,1.57649E+18,https://twitter.com/ipetu_tee/status/1576492070927310848,ipetu_tee,Twitter for Android,,"@PeteEdochie_ It'll help me celebrate Nigeria's independence and a new month.
#LagosAfterParty",0,7,0
2022-10-02 08:38:42+00:00,1.57649E+18,https://twitter.com/rooticalize/status/1576491853020823553,rooticalize,Twitter for Android,Zion,"See this 👇
#LagosRally #NigeriaAt62 #NigeriaIndependence #NigeriaIndependenceDay https://t.co/YYZ7w5VMoW",2,732,0
2022-10-02 08:38:31+00:00,1.57649E+18,https://twitter.com/Balo_segzy/status/1576491810062741504,Balo_segzy,Twitter for Android,,@Beautif02008772 @_AsiwajuLerry @ChelseaFC Forget nigeria what about other countries outside africa?have u seen them which any independence..it doesn't matter imo sha,0,315,0
2022-10-02 08:37:40+00:00,1.57649E+18,https://twitter.com/NuhuShamsudeen4/status/1576491593502072832,NuhuShamsudeen4,Twitter for Android,,@Hauwah_omar Happy independence day 62 Nigeria,0,49,0
2022-10-02 08:37:10+00:00,1.57649E+18,https://twitter.com/NuhuShamsudeen4/status/1576491470214660096,NuhuShamsudeen4,Twitter for Android,,@ummikarama Happy independence day 62 Nigeria,0,49,0
2022-10-02 08:36:37+00:00,1.57649E+18,https://twitter.com/VoiceOfFancee/status/1576491328057532416,VoiceOfFancee,Twitter for Android,"Orléans, France","I still remember Nigeria's fortieth #independence anniversary...

The common slogan that very day was, ""a fool at 40, is a fool forever.""

But, I was only a kid then to understand. 🤔

#IndependenceDay2022 #VotePeterObiForPresident2023 #EndSARS #ObidientLagosRally #ObiDatti2023",8,3048,4
2022-10-02 08:36:14+00:00,1.57649E+18,https://twitter.com/gmhluxury/status/1576491234600062976,gmhluxury,Twitter for iPhone,Worldwide ,"Naija na your own, Naija na our own! 
Let’s keep doing what’s best for the prosperity of Nigeria! We shall get there! 

Happy Independence Day to the Giant of Africa Indeed! 

#GMHLuxury #LuxuryRealEstateDeveloper #RealEstateDeveloper #Nigeria #IndependenceDay #October1st",0,1742,0
2022-10-02 08:35:56+00:00,1.57649E+18,https://twitter.com/Wilson_Obiukwu/status/1576491159282601985,Wilson_Obiukwu,Twitter for Android,Nigeria,"Today makes it a day after Nigeria national independence. I'll love to ask you. 

DO YOU LOVE NIGERIA. 

Pick 👇👇 an answer and comment the reason why",1,101,1
2022-10-02 08:35:51+00:00,1.57649E+18,https://twitter.com/bouncenationke/status/1576491135492464640,bouncenationke,WordPress.com,"Nairobi, Kenya","Ex BBN HouseMate, Doyin Shares Stunning Pictures To Celebrate Nigeria’s Independence Day https://t.co/pwIIdgQcgn",5,2066,2
2022-10-02 08:35:04+00:00,1.57649E+18,https://twitter.com/TINUBUMEDIA23/status/1576490938574458880,TINUBUMEDIA23,Twitter for Android,Land of the Long White Cloud,"@MobilePunch Did Anambra people have independence from illicit drug trafficking? Were you able to stop them? If you can not address those issues when you were governing Anambra, how will you address the situation as a Nigeria president.",3,359,1
2022-10-02 08:34:58+00:00,1.57649E+18,https://twitter.com/ayokutours/status/1576490915354804225,ayokutours,Twitter for iPhone,Nigeria,"In the spirit of #NigeriaIndependence
#NigeriaAt62 

May I take you through a #Thread of plant and animals named after some places in Nigeria

Ibadan Malimbe, Adamawa turtledove, Anambra waxbill, Jos plateau indigobird, Niger delta red colombus

#thread 👇👇",7,6691,2
2022-10-02 08:34:40+00:00,1.57649E+18,https://twitter.com/ooasuquo/status/1576490839546949633,ooasuquo,Twitter for Android,,"October 1 is no more about Nigeria's independence, but for Obidient going forward. https://t.co/drk0Dflogq",0,43,0
2022-10-02 08:34:37+00:00,1.57649E+18,https://twitter.com/ShvDohw/status/1576490825252737025,ShvDohw,Twitter Web App,,@MallamRetweeet Asuu dey do people shege..Nigeria dey give people shege pro max😂..na which one we go dey celebrate independence again..this one na dinner nt breakfast 😋 😂,1,65,1
2022-10-02 08:33:53+00:00,1.57649E+18,https://twitter.com/DeasyBamford/status/1576490641059479552,DeasyBamford,Twitter Web App,bristol,"Nigerian Independence Day on Day 1 of Black History month !of course independence and Nigeria  a lot older than BHM , Black History , the longest history on the planet ? https://t.co/zROYr5OZLB",0,243,0
2022-10-02 08:33:16+00:00,1.57649E+18,https://twitter.com/Dammylyctor_/status/1576490487644835840,Dammylyctor_,Twitter for iPhone,,No one celebrates the Nigeria and its independence more than a Nigerian living outside the country..,0,293,0
2022-10-02 08:33:08+00:00,1.57649E+18,https://twitter.com/yahlaateeeef/status/1576490455159967744,yahlaateeeef,Twitter for iPhone,Nigeria,"“Nigeria marks its 62nd Independence Day” 
https://t.co/IAILFTllLo",0,740,0
2022-10-02 08:32:04+00:00,1.57649E+18,https://twitter.com/TofahFoods/status/1576490183448440832,TofahFoods,Twitter for iPhone,"Lagos, Nigeria","Happy New Month and Independence Day celebration 🤗🤗
The long weekend continues, you should take a break from the kitchen and let’s serve you with our Sundays special Village Rice😊😊
Send a DM or 📞 09028231845 to place your order ##NigeriaAt62 #NigeriaIndependence https://t.co/zYLRMku3VJ",3,72,3
2022-10-02 08:31:59+00:00,1.57649E+18,https://twitter.com/tenderminds/status/1576490162913411073,tenderminds,Twitter for iPhone,"Lagos, Nigeria","@renoomokri man without structure is pulling surprises, you no dey sleep again? 

#TableShaker     #trueconfession       #NigeriaIndependence https://t.co/BiSPiqJqNm",0,51,0
2022-10-02 08:31:22+00:00,1.57649E+18,https://twitter.com/omowe__/status/1576490010257149953,omowe__,Twitter for iPhone,Orígun Meérèèrin,"@allibaloo I don’t think Nigeria sin reach God’s own people &amp; State. dem still no pray reach Nigeria(ns). We just need a reevaluation of ourselves, return to our culture &amp; traditions, &amp; be bold in decision making.

China was 10 years ahead in independence but now 100 years ahead in dvt.",0,1399,0
2022-10-02 08:30:36+00:00,1.57649E+18,https://twitter.com/EmmyyReal/status/1576489815310467073,EmmyyReal,Twitter for Android,,@thatsdax @UgwuolaCallist2 Do not wish us happy independence cause nothing good to celebrate in Nigeria,0,11,0
2022-10-02 08:29:28+00:00,1.57649E+18,https://twitter.com/HeartofEve_fdn/status/1576489530773114880,HeartofEve_fdn,Twitter for Android,"Lekki, Nigeria","HAPPY INDEPENDENCE DAY Nigeria!

#nigeriaat62
#lekischools
#preschoolinlekki 
#lekkicreche 
#heartofeve
#CosmasChildrenCenter
#Lagosschools https://t.co/lStUryKeyi",1,3,0
2022-10-02 08:29:21+00:00,1.57649E+18,https://twitter.com/hamindro/status/1576489502729609216,hamindro,Twitter for Android,,@thatsdax Independence nigeria,0,18,0
2022-10-02 08:28:57+00:00,1.57649E+18,https://twitter.com/AbinciOfficial/status/1576489400946413568,AbinciOfficial,Twitter Web App,"Dan Bare, Rimin Gata, New Site","To mark the 62nd anniversary of #Nigeria #independence, use ""9JA@62"" to claim your #free delivery on all our restaurants today.

#NigeriaAt62 #NigeriaIndependence #abinci #ordernow https://t.co/u90huIcwQP",13,30,5
2022-10-02 08:28:43+00:00,1.57649E+18,https://twitter.com/ShvDohw/status/1576489343791042560,ShvDohw,Twitter Web App,,@MallamRetweeet New Nigeria 😆😆 i bet that's his happy independence day 🎁 gift😆.. #NigeriaAt62,3,65,1
2022-10-02 08:28:40+00:00,1.57649E+18,https://twitter.com/umarTHE2nd/status/1576489328053977090,umarTHE2nd,Twitter Web App,Minna,"Loved reading all the beautiful and positive Independence day posts yesterday. For the first time, I saw less bile and more hope. Nigeria will succeed. 🇳🇬",0,152,0
2022-10-02 08:27:57+00:00,1.57649E+18,https://twitter.com/westernpost_ng/status/1576489149179506688,westernpost_ng,Twitter Web App,Nigeria,"PHOTO NEWS: Buhari attends last Independence Day celebration

https://t.co/LxTJSMdjrx",0,62599,0
2022-10-02 08:27:04+00:00,1.57649E+18,https://twitter.com/update247live/status/1576488924930793472,update247live,WordPress.com,"Lagos, Nigeria","Nigeria needs independence from corruption, disunity, poverty – Obi https://t.co/ZEww0f0uXD",0,4355,0
2022-10-02 08:26:56+00:00,1.57649E+18,https://twitter.com/CorrectionsNg/status/1576488890953007104,CorrectionsNg,Twitter for Android,Abuja,"The Controller General Of Corrections  Halliru Nababa FICMC mni, joins other top government functionaries to celebrate  62 years  anniversary of Nigeria  independence from colonial rule. God bless Nigeria https://t.co/hkcP7qYkZx",21,35436,5
2022-10-02 08:26:30+00:00,1.57649E+18,https://twitter.com/Nouroze17/status/1576488782701789184,Nouroze17,Twitter for iPhone,Islamabad ,"Happy 62nd Independence Day to Nigeria 🇳🇬 
#NigeriaAt62",0,94,0
2022-10-02 08:25:57+00:00,1.57649E+18,https://twitter.com/AliyuSa78933657/status/1576488647603367936,AliyuSa78933657,Twitter for Android,,Happy Independence Day Nigeria https://t.co/DuhctpF9bV,0,14,0
2022-10-02 08:25:21+00:00,1.57649E+18,https://twitter.com/SN2EV/status/1576488492716429312,SN2EV,Twitter for Android,,"October 1st, our great country's day.
Happy Independence Day Nigeria. https://t.co/CwIH69BT6D",0,1,0
2022-10-02 08:24:55+00:00,1.57649E+18,https://twitter.com/ejyki/status/1576488385455263744,ejyki,Instagram,London Uk,Men came outside..  Nigeria independence eve at Camberwell London Town.. https://t.co/SRfp5PPkg8,0,4564,0
2022-10-02 08:24:12+00:00,1.57649E+18,https://twitter.com/lharryvee/status/1576488206953873408,lharryvee,Twitter for iPhone,I no stay one place actually,"@Arsenal You didn’t wish Nigeria Happy Independence Day yesterday admin…

🌚",125,1207,2
2022-10-02 08:24:05+00:00,1.57649E+18,https://twitter.com/Sheer_desire/status/1576488175320838145,Sheer_desire,Twitter for iPhone,Where peace resides 💥,"I’ve been baffled at the amount of “Independence” parties around Nigeria since yesterday, what exactly are we celebrating?",0,59,0
2022-10-02 08:23:54+00:00,1.57649E+18,https://twitter.com/FotoNugget/status/1576488129447727104,FotoNugget,Twitter for iPhone,Web 3,"Happy Independence from Kwara State, Nigeria 🥰❤️🫶 https://t.co/Kp6Skz4tRt",26,41030,7
2022-10-02 08:23:48+00:00,1.57649E+18,https://twitter.com/TLM_Nigeria/status/1576488104243830784,TLM_Nigeria,Twitter Web App,"Abuja, Nigeria",Happy Independence Day Nigeria! https://t.co/mOHtBYpsHd,2,188,0
2022-10-02 08:23:38+00:00,1.57649E+18,https://twitter.com/FutureAfricaUP/status/1576488064389910529,FutureAfricaUP,Twitter for iPhone,"Pretoria, South Africa","The 1st of October was Nigeria Independence Day #FARLeaF celebrates Nigeria Independence Day with our fellows from this country. The day celebrates the country's independence in 1960 from
British rule.",2,3294,0
2022-10-02 08:22:43+00:00,1.57649E+18,https://twitter.com/Voyage2627/status/1576487831396315137,Voyage2627,Twitter for iPhone,,Is Nigeria celebrating military day or independence ??,0,142,0
2022-10-02 08:22:37+00:00,1.57649E+18,https://twitter.com/tonytonaforlife/status/1576487806993506304,tonytonaforlife,Twitter for iPhone,,Na us wey dey the Nigeria sabi say Independence Day pass The flag: The face:,0,343,0
2022-10-02 08:22:26+00:00,1.57649E+18,https://twitter.com/bambeefarms/status/1576487760688386048,bambeefarms,Twitter for Android,"Ilorin, Nigeria","Happy Independence to our Dear Country NIGERIA🇳🇬!!!
God bless Nigeria!
God bless Nigerians!
#NigeriaAt62 #Nigeria #bambeefarms https://t.co/WPpOg4XqYY",9,877,0
2022-10-02 08:21:50+00:00,1.57649E+18,https://twitter.com/Ade_Ben1/status/1576487608787550210,Ade_Ben1,Instagram,"Lagos, Nigeria","In our of our Independence day.

Nigeria will be great again 💪💪

#independenceday #nigerianwedding #instagood https://t.co/rK3w6DLwbp",0,2796,0
2022-10-02 08:20:11+00:00,1.57649E+18,https://twitter.com/danleety/status/1576487196135038976,danleety,Twitter for iPhone,,"@EditiEffiong Obi makes this Independence Day celebration special, those who doesn’t believe in Nigeria are waxing the national anthem with pride, I hope this Renewed sense of patriotism remain after the election",5,731,0
2022-10-02 08:20:03+00:00,1.57649E+18,https://twitter.com/mikehoops67/status/1576487160508985345,mikehoops67,Twitter for Android,"Donegal, Ireland",@bekemeluo @Drews_kei @TpyxaNews Can Britain claim your homeland in Nigeria or does Nigeria's independence stand.,1,3652,0
2022-10-02 08:19:46+00:00,1.57649E+18,https://twitter.com/westernpost_ng/status/1576487088043659264,westernpost_ng,Twitter Web App,Nigeria,"62nd independence anniversary: Nigeria is not stagnant, we’re not hopeless, says AbdulRazaq

https://t.co/kGEBvhGHTB",0,62599,0
2022-10-02 08:19:09+00:00,1.57649E+18,https://twitter.com/lotannablack/status/1576486932703420416,lotannablack,Twitter for iPhone,Nigeria,"@BinanceAfrica Happy Independence Day Nigeria
To me independence means a true sense of freedom and belonging associated with any country, organization or institution a person belongs to
@leomarndo @firstklaz_ @bod_republic @kikimordi @shinoremy @Haeeshah_ 

#Truefreedom #Independenceday",2,52,0
2022-10-02 08:18:58+00:00,1.57649E+18,https://twitter.com/opeyemizulfah/status/1576486887434223616,opeyemizulfah,Twitter for iPhone,Ile baba adinni ,@ManUtd You did not wish Nigeria happy Independence Day!! And 35% of your fans are Nigerians!!  WE WONT FORGET,7,2330,1
2022-10-02 08:18:50+00:00,1.57649E+18,https://twitter.com/oyerounkeh/status/1576486853577830400,oyerounkeh,Twitter for iPhone,"ÜT: 6.54024,3.36292",Happy Independence Nigeria… I will eat the good of this nation!,2,858,0
2022-10-02 08:18:32+00:00,1.57649E+18,https://twitter.com/amedoshio/status/1576486780185894912,amedoshio,Twitter Web App,Nigerian ,"Happy Independence day to my country, wishing Nigeria, Peace, Love, Unity and more prosperous https://t.co/l5d7N3KdyM",1,1162,0
2022-10-02 08:17:43+00:00,1.57649E+18,https://twitter.com/Babs_Micheal2/status/1576486572383686658,Babs_Micheal2,Twitter for Android,,@Derek_Titus6 @ManUtd So Nigeria independence na good news?,9,1521,0
2022-10-02 08:17:24+00:00,1.57649E+18,https://twitter.com/SamboFaith4/status/1576486494168002562,SamboFaith4,Twitter for Android,"Ogun, Nigeria","@whitenigerian I know Nigeria has been through a mess and still going through messes🙄. But I believe a better Nigeria starts from you.
Happy independence to Nigeria @62+",0,10,0
2022-10-02 08:17:18+00:00,1.57649E+18,https://twitter.com/TheManAyomide/status/1576486467974881281,TheManAyomide,Twitter for iPhone,"Lagos, Nigeria","@Jessehallidaygi Seriously, Tinubu no geh cmon sense. If he really was a true leader. Fighting for D position of that presidency shouldn’t be his bid. There’re greater post than president in Nigeria. All he can do is pick these people he trained &amp; fix them thre. I swear he’ll be forever respected",24,800,0
2022-10-02 08:16:54+00:00,1.57649E+18,https://twitter.com/1Windway/status/1576486369521991680,1Windway,Twitter for Android,Earth,@blacboy @osazenoo Yes it happened to u it has been happening all over the world 🌎 ignorant of what u want 🤣😂😂🤣😂😂🤣😂🤣 u disrespect Nigerian independence day for yeyeye rally. If no Nigeria will u campaign? https://t.co/ftTPUFrpxi,1,89,0
2022-10-02 08:16:52+00:00,1.57649E+18,https://twitter.com/becolajd/status/1576486361359683584,becolajd,Twitter for iPhone,"Lekki, Nigeria","Happy Independence Day Nigeria 
God bless my country https://t.co/bz4KXhJtsx",1,39,0
2022-10-02 08:16:44+00:00,1.57649E+18,https://twitter.com/AmedIsmail1/status/1576486326912061440,AmedIsmail1,Twitter Web App,Uyo Nigeria,"Happy Independence day to my country, wishing Nigeria, Peace, Love, Unity and more prosperous https://t.co/BkR4FONmlV",0,362,0
2022-10-02 08:16:38+00:00,1.57649E+18,https://twitter.com/AgronomistSeyi/status/1576486302496698368,AgronomistSeyi,Twitter for Android,,"@DeeOneAyekooto You're in a better nation,
We didn't celebrate independence here in Nigeria, we are not happy with the state of things in this contraption called Nigeria.",1,219,0
2022-10-02 08:16:12+00:00,1.57649E+18,https://twitter.com/TonnisonAgameto/status/1576486193763561472,TonnisonAgameto,Twitter for Android,"Lagos, Nigeria","@Tennyoby The New Nigeria we are dreaming of is at hand, let's take the first and second steps towards a better 2023. Celebrate what you have today and the future will be secured. Happy independence season",0,254,0
2022-10-02 08:16:01+00:00,1.57649E+18,https://twitter.com/elevationng/status/1576486146921611264,elevationng,Twitter for iPhone,"Lagos, Nigeria","Happy Independence, Nigeria!
Are you ready to give God some African praise this morning? 

#SundaysAtTEC #ElevationNG #Emerge2022",2,99771,0
2022-10-02 08:15:21+00:00,1.57649E+18,https://twitter.com/olu77/status/1576485976826077184,olu77,Twitter for Android,Missouri,Happy Independence Day Nigeria 🇳🇬 Had a blast celebrating with you all tonight! https://t.co/KzrLegAS13,2,623,0
2022-10-02 08:15:07+00:00,1.57649E+18,https://twitter.com/Olumide_AE/status/1576485920936796162,Olumide_AE,Twitter for iPhone,Dreamville Nigeria Region,@_AsiwajuLerry @ChelseaFC Even myself as a Nigerian living in Nigeria didn’t wish Nigeria a happy Independence Day. No dey do like this,0,518,0
2022-10-02 08:13:55+00:00,1.57649E+18,https://twitter.com/Derek_Titus6/status/1576485618494107648,Derek_Titus6,Twitter for Android,"Lagos, Nigeria","@ManUtd Yesterday was Nigeria 🇳🇬 independence, did you send a congratulatly message to us?

You people in the media pay more attention to bad news than good news.",10,2697,2
2022-10-02 08:13:38+00:00,1.57649E+18,https://twitter.com/nannews_ng/status/1576485546108416000,nannews_ng,WordPress.com,"Abuja, Nigeria",We organised “Obidatti” rally in London to mark Nigeria’s independence – Group https://t.co/TH38OyM0El,0,49223,0
2022-10-02 08:12:44+00:00,1.57649E+18,https://twitter.com/pat_imhen/status/1576485319049768964,pat_imhen,Twitter for Android,,"#NigeriaAt62 Happy Independence Celebration Day Nigerians.

As we advance forward into our future, let us take note of these things.. #2023Elections #Nigeriastakeholder #ICYMI #Nigeria #EndSARS #EndAsuuStrikeNow https://t.co/s6109Vt5q8",1,217,1
2022-10-02 08:12:31+00:00,1.57649E+18,https://twitter.com/Davekelechi/status/1576485267032395777,Davekelechi,Twitter for Android,"Anambra, Nigeria","@ManUtd Dear @ManUtd kindly apologize and wish Nigeria happy Independence, my entire family are United. As well I pray for win in our today derby. 

#GGMU",11,1191,0
2022-10-02 08:11:53+00:00,1.57649E+18,https://twitter.com/REDLIONMEDIA2/status/1576485104590807040,REDLIONMEDIA2,Twitter for Android,"Nairobi, Accra, Kaduna, Cairo","#NIGERIA: Schools In Imo State took part in Nigeria Independence celebrations. His Excellency Governor Hope Uzodimma took the salute.
@ImcomStrat  @project_imo 
@Hope_Uzodimma1 
#NigeriaAt62  #NigeriaIndependence https://t.co/j6DprpA3kr",1,1095,0
2022-10-02 08:11:41+00:00,1.57649E+18,https://twitter.com/Smart_phones_G/status/1576485053688729600,Smart_phones_G,Twitter for Android,"Osogbo, Osun State","Let your spirits fly high with the Nigeria flag today. Happy Independence Day🇳🇬🇳🇬!

#HappyIndependenceDayNigeria
#dreamfacereveal",1,280,0
2022-10-02 08:11:34+00:00,1.57649E+18,https://twitter.com/tncityofdavid/status/1576485025167847425,tncityofdavid,Twitter Web App,"Ibadan, Oyo State, Nigeria.","We come to the end of service singing the second stanza of the national anthem in commemoration of Nigeria's independence.
Join us for second service by 9:15.
God is set to blow our mind yet again!!
#supernatural
#ItIsDone 
#Rehoboth",1,630,2
2022-10-02 08:11:21+00:00,1.57648E+18,https://twitter.com/ugooalban/status/1576484971858235392,ugooalban,Twitter for Android,,@justbrown__ Nigerians in Nigeria r fighting for independence come 2023,0,12,0
2022-10-02 08:11:10+00:00,1.57648E+18,https://twitter.com/IbrhmFaruk/status/1576484923443056640,IbrhmFaruk,Twitter for iPhone,"Abuja, Nigeria",@babybakut They should call her Independence Nigeria. Case closed! 😁,0,3482,0
2022-10-02 08:10:46+00:00,1.57648E+18,https://twitter.com/Abubaka10791613/status/1576484823958429697,Abubaka10791613,Twitter for Android,,Happy independence day Nigeria https://t.co/tP4rHkhiyW,1,16,0
2022-10-02 08:09:45+00:00,1.57648E+18,https://twitter.com/adekunlehawal1/status/1576484569465131008,adekunlehawal1,Twitter for Android,,"@BinanceAfrica #TrueFreedom
@alistairsoyode @arienrhe @Attorney_leke @bamikalea @eboizi @erfan6037 
Independence in general means sovereignty and self alignment but Nigeria independence to me is much more than that ,I love the fact that my country isn't reliant on other countries.up Nigeria",0,41,0
2022-10-02 08:09:38+00:00,1.57648E+18,https://twitter.com/BenjiMAGAzin/status/1576484540138520577,BenjiMAGAzin,Twitter for Android,Everywhere,"@ManUtd Heys United, 
You didn't wish my country Nigeria a happy independence y'day.
You can do more than this 🙄",1,166,0
2022-10-02 08:09:31+00:00,1.57648E+18,https://twitter.com/MaheedMuazu/status/1576484511936040962,MaheedMuazu,Twitter for Android,"Gombe, Nigeria","Two Powerful Emirs of Gona Emirate And Yamaltu Emirate of Gombe State congratulating me for a wonderful and a successful performance that's marks Nigeria @62 and Gombe @26.

Happy Independence Anniversary Nigeria . https://t.co/MyjbAuzspq",111,6741,15
2022-10-02 08:08:34+00:00,1.57648E+18,https://twitter.com/real_sadiqq/status/1576484269827899393,real_sadiqq,Twitter for Android,"Kaduna, Nigeria",Happy independence day in Nigeria 🇳🇬 my favorite country ❤️ I love all people in Nigeria ❤️❤️❤️ https://t.co/M5EF4RcMBx,1,108,0
2022-10-02 08:07:37+00:00,1.57648E+18,https://twitter.com/SibaNtloko/status/1576484033437237249,SibaNtloko,Twitter for iPhone,Cape Town,Happy 62nd Independence Day Nigeria🇳🇬,1,486,0
2022-10-02 08:07:31+00:00,1.57648E+18,https://twitter.com/rufaisalihu52/status/1576484007059279873,rufaisalihu52,Twitter for Android,"Federal Capital Territory, Nig",@GeneralBMB Happy Independence day Nigeria@62 maigida,0,114,0
2022-10-02 08:07:15+00:00,1.57648E+18,https://twitter.com/JamesNkemdirim/status/1576483939220611072,JamesNkemdirim,Twitter for Android,Lome,"@EUinNigeria Happy independence for using BIAFRANS blood, burning BIAFRANS properties &amp; houses to keep one Nigeria for Fulanis, Britain to continue stealing, looting, invading, raping, killing BIAFRANS ENOUGH IS EEEEENOUGH NEVER AGAIN BIAFRA NATION IS A GOAL NO MAN BORN OF A WOMAN CAN STOP IT",1,5503,0
2022-10-02 08:07:10+00:00,1.57648E+18,https://twitter.com/_UTDFemi/status/1576483917464367104,_UTDFemi,Twitter for iPhone,Universal,@ManUtd Prayers up for them 🙏🏽.. It was Nigeria’s Independence yesterday tho. You don’t rate Nigerians? 🇳🇬,1,1794,0
2022-10-02 08:07:04+00:00,1.57648E+18,https://twitter.com/Naijawhatsup/status/1576483892571566080,Naijawhatsup,dlvr.it,Nigeria,We Organised “Obidatti” Rally In London To Mark Nigeria’s Independence – Group https://t.co/JUKHSVxNxe https://t.co/3OwEekGp1W,0,2638,0
2022-10-02 08:04:58+00:00,1.57648E+18,https://twitter.com/PeterObi_Videos/status/1576483363245871104,PeterObi_Videos,Twitter for Android,,Nigeria need independence from corruption and bad government https://t.co/KMknFn3iDH,0,5,0
2022-10-02 08:04:44+00:00,1.57648E+18,https://twitter.com/zenergy_tour/status/1576483307667480576,zenergy_tour,Twitter for iPhone,"Ibadan, Nigeria","We had so much fun exploring #Ibadan City on #independenceday 🥰❤️🇳🇬 

It’s nice having our tourist, Oluwaseun OmoTunde on a personal tour🤴🥰🥰

Tour destinations: Bower’s Tower and @ArtsTunde 

Tour Guide: @Zainab__POPOOLA 

Happy Independence Day Nigeria💚🇳🇬

#zenergytour https://t.co/Nfz7zxB1TD",3,42,2
2022-10-02 08:04:39+00:00,1.57648E+18,https://twitter.com/jeomaltd/status/1576483285689327616,jeomaltd,Twitter for iPhone,Universe ,So yesterday was Nigeria Independence Day and the only thing we did was to March for Peter Obi. All of una get strong head. None of you could comment on Buhari’s speech or the empty stadium and Students March. All of una no be good people.,11,7437,1
2022-10-02 08:04:28+00:00,1.57648E+18,https://twitter.com/hammed_neyo/status/1576483238532743170,hammed_neyo,Twitter for Android,,@Arsenal Arsenal need to apologise to Nigeria fans for not wishing our country Happy Independence!,2,10,0
2022-10-02 08:04:00+00:00,1.57648E+18,https://twitter.com/gentechnews/status/1576483120505053187,gentechnews,Twitter for Android,,"President Buhari Reels Out Achievements As Nigeria Marks 62nd Independence Day Anniversary.
https://t.co/RY2CHnBKvo https://t.co/3z0vjLpkdZ",1,14,0
2022-10-02 08:03:10+00:00,1.57648E+18,https://twitter.com/dccisland/status/1576482911892942849,dccisland,Twitter for Android,"Elegushi, 3rd Roundabout,Lekki","Happy Independence Day Nigeria!
#Nigeria #IndependenceDay2022 #DavidsChristianCentre https://t.co/jMIwYNwls3",2,2668,0
2022-10-02 08:03:01+00:00,1.57648E+18,https://twitter.com/atndaily/status/1576482873770938368,atndaily,Twitter Web App,"New York, USA","The Governor of Lagos State, Babajide Sanwo-Olu yesterday asserted that even after 62 years of independence, Nigeria is still struggling to attain freedom from terrorism and poverty.

Read More: https://t.co/kKc6bNGPY7",0,284,0
2022-10-02 08:02:13+00:00,1.57648E+18,https://twitter.com/AnikucC1/status/1576482673295470593,AnikucC1,Twitter for Android,"Uganda, The pearl of Africa ","Happy 62th independence..... People of Nigeria we need to remain strong  and we will be totally free from the @SARs, @Bokoharam https://t.co/LCmbvEoKlU",1,786,0
2022-10-02 08:01:49+00:00,1.57648E+18,https://twitter.com/menybet89/status/1576482573131591680,menybet89,Twitter for iPhone,,@Dereck_asibor @SavvyRinu Are you in Nigeria.   If yes.  While should we sugarcoat what doesn’t need to be sugarcoated.  ..can you list 5 Good things this country has done for you.  What have you gained since it’s independence.,0,53,0
2022-10-02 08:01:18+00:00,1.57648E+18,https://twitter.com/OmoPele1st/status/1576482444223520768,OmoPele1st,Twitter for Android,"Lagos, Nigeria","All of you in the abroad, wishing us Happy independence day in Nigeria are devils😏😡",1,345,0
2022-10-02 08:01:15+00:00,1.57648E+18,https://twitter.com/hammed_neyo/status/1576482429035954176,hammed_neyo,Twitter for Android,,@Arsenal It's embarrassing to us Nigerians for Arsenal not to post Nigeria on independence day,0,10,0
2022-10-02 08:00:43+00:00,1.57648E+18,https://twitter.com/DipondyClifford/status/1576482297058299905,DipondyClifford,Twitter for Android,,Independence Day: Mercy Eke rocks creative outfit made from paper with pictures of Nigeria’s past heroes on it https://t.co/zlWedZHGsG,0,0,0
2022-10-02 08:00:42+00:00,1.57648E+18,https://twitter.com/KupayNigeria/status/1576482291689615361,KupayNigeria,Twitter for iPhone,On Chain,"Happy Nigerian Independence Day giveaway!🎉
✨ 10 HDMC NFT  #Giveaway
How to Win: 
👉 Follow @KuPayFinance 
                   @KupayNigeria 
Join KuPay Nigeria Telegram https://t.co/GqnkvvhJF5
KuPay Finance Telegram https://t.co/BpUq6GukHn",27,113,20
